,SERIALNO,PUMA,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT
17306,2015000349588,103,1012636,1013916,20,1,1,1.0,,1.0,4.0,2.0,2.0,0.0,140.0,2.0,2.0,380.0,1.0,2100.0,,1.0,1600.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,2.0,2000.0,1.0,,,,,,2.0,4.0,54000.0,0.0,4.0,4.0,4.0,1.0,2.0,1.0,5.0,0.0,,0.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2287.0,3.0,0.0,1.0,52.0,,,
17308,2015000350481,400,1012636,1013916,18,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,150.0,2.0,250.0,20.0,4.0,1200.0,,2.0,1000.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,300.0,1.0,1.0,1.0,1.0,,300000.0,3.0,2.0,7.0,1.0,16000.0,4.0,,,1.0,1.0,16000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1591.0,2.0,0.0,1.0,64.0,2.0,5.0,1.0
17312,2015000351709,201,1012636,1013916,12,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,80.0,2.0,2.0,130.0,1.0,1000.0,,1.0,1400.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,190000.0,2.0,600.0,4.0,5.0,48000.0,1.0,,,1.0,2.0,93700.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,21.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1660.0,3.0,0.0,1.0,44.0,1.0,10.0,10.0
17314,2015000352326,104,1012636,1013916,15,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,50.0,1.0,600.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,200000.0,1.0,200.0,4.0,4.0,28100.0,4.0,,,3.0,1.0,28100.0,0.0,4.0,4.0,4.0,1.0,2.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,527.0,,0.0,1.0,54.0,0.0,9.0,9.0
17315,2015000352595,300,1012636,1013916,42,1,1,1.0,,1.0,4.0,2.0,2.0,,1.0,1.0,1800.0,3.0,4.0,,,,,,,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,4.0,1.0,,,3.0,440.0,2.0,,,,,,1.0,4.0,10000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,,,,
17316,2015000352662,201,1012636,1013916,12,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,130.0,2.0,2.0,50.0,1.0,3500.0,,2.0,2500.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,599000.0,1.0,960.0,8.0,,326000.0,4.0,,,1.0,1.0,326000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3052.0,3.0,0.0,1.0,65.0,2.0,1.0,
17317,2015000352695,104,1012636,1013916,14,1,1,1.0,,1.0,2.0,2.0,2.0,0.0,110.0,2.0,1200.0,3.0,4.0,1400.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,259000.0,1.0,860.0,3.0,,,,,,1.0,4.0,61000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,774.0,,0.0,1.0,56.0,,,
17319,2015000353072,201,1012636,1013916,15,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,180.0,2.0,1200.0,3.0,6.0,1800.0,,2.0,1500.0,1.0,1.0,1.0,11.0,,,1.0,9.0,1.0,500.0,1.0,1.0,1.0,1.0,,250000.0,2.0,2.0,7.0,1.0,117000.0,4.0,,,1.0,1.0,117000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2430.0,2.0,0.0,1.0,62.0,2.0,1.0,1.0
17323,2015000353989,400,1012636,1013916,15,1,1,1.0,,1.0,4.0,2.0,2.0,0.0,120.0,1.0,700.0,3.0,4.0,100.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,300000.0,0.0,50.0,5.0,,,,,,1.0,6.0,18400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,440.0,,0.0,1.0,42.0,,,
17324,2015000354308,104,1012636,1013916,12,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,40.0,2.0,1300.0,3.0,4.0,0.0,,1.0,810.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,350000.0,3.0,80.0,8.0,2.0,230000.0,4.0,,,3.0,1.0,230000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,965.0,3.0,0.0,1.0,1.0,3.0,2.0,3.0
17325,2015000354613,300,1012636,1013916,14,1,1,1.0,,1.0,2.0,2.0,2.0,,70.0,2.0,1500.0,3.0,4.0,,,,,,,1.0,5.0,2.0,700.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,2.0,2.0,,,,895.0,75.0,1.0,6.0,14400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,1.0,0.0,,,,
17326,2015000354708,400,1012636,1013916,24,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,160.0,2.0,2.0,30.0,6.0,1800.0,,2.0,690.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,200000.0,3.0,270.0,2.0,1.0,63400.0,2.0,,,1.0,1.0,63400.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,4.0,0.0,0.0,1.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1345.0,3.0,0.0,1.0,47.0,3.0,4.0,1.0
17327,2015000354717,400,1012636,1013916,22,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,170.0,2.0,2000.0,3.0,4.0,1500.0,,2.0,1400.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,350000.0,2.0,2.0,6.0,1.0,251160.0,4.0,,,1.0,1.0,251160.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1862.0,3.0,0.0,1.0,62.0,2.0,1.0,1.0
17329,2015000354908,103,1012636,1013916,30,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,150.0,2.0,5700.0,3.0,4.0,4000.0,,1.0,4700.0,1.0,1.0,1.0,15.0,,,1.0,9.0,1.0,420.0,1.0,1.0,1.0,1.0,,1000000.0,2.0,1600.0,1.0,2.0,434000.0,4.0,,,1.0,1.0,434000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,5878.0,2.0,0.0,1.0,68.0,1.0,3.0,3.0
17333,2015000356111,201,1012636,1013916,24,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,70.0,2.0,2.0,50.0,1.0,1100.0,,2.0,500.0,2.0,1.0,1.0,5.0,,,1.0,9.0,1.0,200.0,1.0,1.0,1.0,1.0,,175000.0,1.0,170.0,4.0,,,,,,1.0,6.0,63110.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1226.0,2.0,0.0,1.0,48.0,,,
17336,2015000356610,300,1012636,1013916,12,2,1,2.0,1.0,1.0,5.0,2.0,2.0,0.0,590.0,2.0,2.0,80.0,1.0,6100.0,,,,,3.0,1.0,15.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,2340000.0,5.0,600.0,1.0,1.0,557100.0,4.0,,,3.0,1.0,557100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2928.0,,0.0,1.0,68.0,2.0,1.0,1.0
17338,2015000356863,103,1012636,1013916,26,4,1,1.0,,1.0,3.0,2.0,2.0,,200.0,1.0,2.0,180.0,3.0,,,,,,,1.0,5.0,2.0,200.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,0.0,2.0,1.0,8.0,9000.0,2.0,580.0,77.0,1.0,3.0,9000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,3.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,0.0,15.0,15.0
17339,2015000357501,102,1012636,1013916,10,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,250.0,1.0,1100.0,,1.0,1700.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,152000.0,1.0,1000.0,1.0,3.0,47500.0,4.0,,,1.0,1.0,47500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,53.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2093.0,3.0,0.0,1.0,39.0,1.0,6.0,7.0
17340,2015000357502,400,1012636,1013916,7,0,1,2.0,,1.0,5.0,2.0,2.0,,,,,,,,,,,,,1.0,10.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,0.0,0.0,,,,
17342,2015000357774,102,1012636,1013916,17,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,150.0,1.0,1100.0,,1.0,1200.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,130.0,1.0,1.0,1.0,1.0,,180000.0,1.0,680.0,3.0,,,,,,1.0,4.0,65000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1597.0,2.0,0.0,1.0,34.0,,,
17347,2015000358697,103,1012636,1013916,44,0,1,1.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,2.0,8.0,2.0,800.0,1.0,9.0,1.0,,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,2.0,,,1.0,0.0,,,,
17349,2015000358813,103,1012636,1013916,7,3,1,1.0,,1.0,5.0,2.0,2.0,0.0,280.0,2.0,2.0,560.0,1.0,3000.0,,1.0,4700.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,650000.0,3.0,800.0,1.0,4.0,320300.0,4.0,,,3.0,1.0,320300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,5607.0,3.0,0.0,1.0,67.0,3.0,5.0,9.0
17352,2015000359681,400,1012636,1013916,21,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,80.0,2.0,3600.0,3.0,4.0,1400.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,350000.0,2.0,700.0,3.0,4.0,111000.0,4.0,,,3.0,1.0,111000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,838.0,,0.0,1.0,46.0,0.0,9.0,9.0
17355,2015000361458,400,1012636,1013916,9,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,240.0,2.0,4000.0,3.0,4.0,2000.0,,2.0,140.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,1000000.0,1.0,600.0,8.0,4.0,51600.0,4.0,,,1.0,1.0,51600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1597.0,3.0,0.0,1.0,66.0,0.0,9.0,9.0
17356,2015000361870,102,1012636,1013916,10,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,40.0,2.0,2.0,40.0,1.0,580.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,90000.0,1.0,60.0,1.0,,,,,,1.0,4.0,15100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,366.0,,0.0,1.0,40.0,,,
17357,2015000362186,400,1012636,1013916,7,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,130.0,2.0,2.0,150.0,1.0,1500.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,600000.0,3.0,900.0,8.0,4.0,156020.0,4.0,,,1.0,1.0,156020.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1313.0,,0.0,1.0,68.0,0.0,9.0,9.0
17358,2015000362483,104,1012636,1013916,10,1,1,1.0,,1.0,1.0,2.0,2.0,,60.0,1.0,2.0,200.0,1.0,,,,,,,1.0,5.0,2.0,900.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,3.0,,,,1160.0,87.0,1.0,6.0,15990.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,1.0,0.0,,,,
17359,2015000363185,101,1012636,1013916,6,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,3.0,4.0,1900.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,350000.0,1.0,2.0,1.0,,,,,,1.0,6.0,15000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,,0.0,0.0,0.0,44.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,551.0,,0.0,1.0,52.0,,,
17360,2015000363281,300,1012636,1013916,11,2,1,1.0,,1.0,3.0,3.0,2.0,650.0,200.0,2.0,2.0,100.0,1.0,1100.0,,2.0,2700.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,700000.0,2.0,500.0,9.0,4.0,462800.0,4.0,,,1.0,1.0,462800.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,3784.0,3.0,0.0,1.0,68.0,0.0,9.0,9.0
17362,2015000364368,101,1012636,1013916,9,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,30.0,1.0,1000.0,3.0,4.0,530.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,179000.0,1.0,520.0,2.0,,,,,,1.0,6.0,15000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,300.0,,0.0,1.0,24.0,,,
17363,2015000364493,103,1012636,1013916,11,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,250.0,2.0,750.0,3.0,4.0,1800.0,,2.0,1400.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,3.0,2.0,2.0,1.0,130000.0,2.0,,,2.0,1.0,130000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2005.0,3.0,0.0,1.0,28.0,2.0,2.0,1.0
17365,2015000365080,201,1012636,1013916,13,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,180.0,2.0,2000.0,40.0,1.0,0.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,200000.0,2.0,700.0,3.0,,38000.0,4.0,,,1.0,1.0,38000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,745.0,,0.0,1.0,47.0,1.0,7.0,
17367,2015000365317,101,1012636,1013916,34,5,1,1.0,,1.0,3.0,2.0,2.0,,70.0,1.0,2.0,230.0,1.0,,,,,,,1.0,5.0,2.0,1300.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,1.0,2.0,7.0,23090.0,1.0,1600.0,22.0,2.0,3.0,89090.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,,4.0,1.0,1.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,2.0,14.0,13.0
17368,2015000365325,102,1012636,1013916,12,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,70.0,2.0,2.0,50.0,1.0,750.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,200000.0,2.0,400.0,5.0,4.0,3800.0,4.0,,,3.0,1.0,3800.0,0.0,4.0,4.0,4.0,1.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,516.0,,0.0,1.0,48.0,1.0,6.0,9.0
17373,2015000366370,101,1012636,1013916,11,2,1,3.0,1.0,1.0,4.0,2.0,2.0,0.0,130.0,2.0,3800.0,3.0,4.0,1500.0,,,,,3.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,299000.0,2.0,2.0,5.0,1.0,93000.0,4.0,,,1.0,1.0,93000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1072.0,,0.0,0.0,64.0,2.0,2.0,1.0
17376,2015000366796,300,1012636,1013916,11,3,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,100.0,2.0,4500.0,3.0,4.0,2200.0,,1.0,850.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,450000.0,2.0,2.0,8.0,1.0,126000.0,2.0,,,1.0,1.0,126000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1325.0,3.0,0.0,1.0,36.0,2.0,5.0,1.0
17378,2015000367072,201,1012636,1013916,54,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,140.0,2.0,2.0,190.0,1.0,1400.0,,1.0,1500.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,160000.0,2.0,1400.0,6.0,7.0,86500.0,2.0,,,3.0,3.0,86500.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1947.0,3.0,0.0,1.0,61.0,2.0,13.0,13.0
17379,2015000367204,102,1012636,1013916,10,5,1,1.0,,1.0,4.0,2.0,2.0,0.0,100.0,2.0,2.0,230.0,1.0,1600.0,,2.0,1800.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,250000.0,5.0,800.0,3.0,1.0,227370.0,4.0,,,1.0,1.0,227370.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2705.0,3.0,0.0,1.0,56.0,3.0,1.0,1.0
17380,2015000368186,103,1012636,1013916,29,1,1,1.0,,1.0,4.0,2.0,2.0,0.0,70.0,2.0,5700.0,30.0,4.0,2000.0,,1.0,4700.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,550000.0,1.0,460.0,1.0,,,,,,1.0,6.0,383000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5313.0,3.0,0.0,1.0,66.0,,,
17381,2015000368635,201,1012636,1013916,9,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,80.0,2.0,2.0,250.0,1.0,1700.0,,1.0,1800.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,400.0,1.0,1.0,1.0,1.0,,185000.0,2.0,200.0,1.0,1.0,160000.0,4.0,,,1.0,1.0,160000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2547.0,2.0,0.0,1.0,36.0,2.0,1.0,1.0
17383,2015000369085,101,1012636,1013916,10,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,120.0,2.0,1300.0,170.0,4.0,1000.0,,2.0,1000.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,390.0,1.0,1.0,1.0,1.0,,275000.0,0.0,2.0,6.0,7.0,63600.0,4.0,,,1.0,3.0,63600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1871.0,2.0,0.0,1.0,35.0,2.0,13.0,13.0
17386,2015000370401,102,1012636,1013916,13,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,120.0,2.0,1200.0,40.0,4.0,900.0,,2.0,1600.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,230000.0,2.0,310.0,2.0,1.0,132000.0,3.0,,,1.0,1.0,132000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1961.0,3.0,0.0,1.0,42.0,2.0,1.0,1.0
17389,2015000370698,104,1012636,1013916,40,0,1,1.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,2.0,6.0,,,2.0,9.0,1.0,,2.0,,,1.0,3.0,70000.0,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,2.0,,,0.0,1.0,,,,
17392,2015000371743,104,1012636,1013916,22,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,140.0,2.0,1400.0,40.0,4.0,500.0,,1.0,1600.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,2.0,100.0,2.0,1.0,98000.0,3.0,,,3.0,1.0,98000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1905.0,3.0,0.0,1.0,60.0,2.0,2.0,1.0
17393,2015000371979,300,1012636,1013916,17,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,160.0,2.0,2.0,210.0,1.0,3500.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,550000.0,2.0,80.0,1.0,4.0,300200.0,4.0,,,1.0,1.0,300200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1127.0,,0.0,1.0,63.0,0.0,9.0,9.0
17395,2015000372158,201,1012636,1013916,18,1,1,1.0,,1.0,4.0,2.0,2.0,0.0,350.0,2.0,2.0,3.0,3.0,900.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,350000.0,2.0,840.0,7.0,,,,,,1.0,6.0,13800.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,,0.0,0.0,0.0,76.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,870.0,,0.0,1.0,57.0,,,
17396,2015000372204,102,1012636,1013916,12,3,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,130.0,2.0,2000.0,3.0,4.0,970.0,,2.0,1200.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,275000.0,3.0,450.0,4.0,1.0,119200.0,4.0,,,3.0,1.0,119200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1983.0,3.0,0.0,1.0,56.0,3.0,1.0,1.0
17398,2015000372222,101,1012636,1013916,51,0,1,2.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,1.0,8.0,,,1.0,9.0,1.0,,1.0,,,1.0,7.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
17401,2015000372369,201,1012636,1013916,10,2,1,1.0,,1.0,2.0,3.0,2.0,220.0,150.0,2.0,2.0,110.0,1.0,1800.0,,1.0,1700.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,350000.0,2.0,1.0,7.0,4.0,147600.0,4.0,,,1.0,1.0,147600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2180.0,3.0,0.0,1.0,63.0,0.0,9.0,9.0
17407,2015000373808,101,1012636,1013916,53,6,1,1.0,,1.0,4.0,2.0,2.0,0.0,300.0,2.0,2000.0,3.0,4.0,1000.0,,1.0,2400.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,350000.0,4.0,2.0,8.0,7.0,299000.0,3.0,,,1.0,3.0,310400.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,4.0,0.0,5.0,0.0,1.0,2.0,11.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2867.0,3.0,0.0,1.0,47.0,3.0,13.0,13.0
