,SERIALNO,PUMA,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT
17225,2015000325343,400,1012636,1013916,34,0,1,2.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,6.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
17226,2015000325512,300,1012636,1013916,9,2,1,1.0,,1.0,2.0,2.0,2.0,,80.0,2.0,1600.0,180.0,1.0,,,,,,,1.0,6.0,2.0,1600.0,1.0,9.0,1.0,,1.0,2.0,3.0,1.0,,,2.0,440.0,4.0,,,,2030.0,58.0,1.0,5.0,42000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,
17228,2015000325677,400,1012636,1013916,14,2,1,1.0,,1.0,3.0,3.0,2.0,470.0,40.0,2.0,2.0,70.0,1.0,1200.0,,2.0,1500.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,550000.0,2.0,400.0,12.0,2.0,70000.0,4.0,,,1.0,1.0,70000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2213.0,3.0,0.0,1.0,66.0,1.0,7.0,3.0
17229,2015000325989,300,1012636,1013916,10,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,80.0,2.0,2.0,180.0,1.0,1500.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,325000.0,5.0,700.0,1.0,2.0,169500.0,4.0,,,1.0,1.0,169500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,751.0,,0.0,1.0,49.0,1.0,7.0,3.0
17232,2015000326766,103,1012636,1013916,25,1,1,1.0,,1.0,2.0,3.0,2.0,,200.0,2.0,2.0,200.0,1.0,,,,,,,1.0,4.0,2.0,700.0,2.0,9.0,1.0,,1.0,1.0,3.0,2.0,,,1.0,2.0,1.0,,,,1100.0,101.0,1.0,4.0,6400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,,,,
17233,2015000326962,300,1012636,1013916,71,0,1,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,9.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,8.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
17234,2015000327135,101,1012636,1013916,11,2,1,3.0,1.0,1.0,3.0,2.0,2.0,0.0,450.0,2.0,2.0,3.0,4.0,1400.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,250000.0,2.0,2.0,6.0,2.0,23700.0,4.0,,,1.0,1.0,23700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,46.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,900.0,,0.0,0.0,52.0,1.0,3.0,3.0
17235,2015000327945,400,1012636,1013916,19,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,90.0,2.0,2.0,110.0,1.0,1600.0,,2.0,1200.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,275000.0,2.0,730.0,5.0,3.0,99000.0,4.0,,,1.0,1.0,99000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1802.0,3.0,0.0,1.0,36.0,2.0,5.0,7.0
17237,2015000328065,201,1012636,1013916,14,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,90.0,2.0,2.0,40.0,1.0,80.0,,1.0,980.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,150000.0,3.0,500.0,1.0,1.0,78000.0,4.0,,,3.0,1.0,78000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1152.0,3.0,0.0,1.0,37.0,2.0,2.0,1.0
17240,2015000328544,201,1012636,1013916,24,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,260.0,2.0,2300.0,3.0,4.0,1500.0,,1.0,1300.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,260000.0,1.0,900.0,9.0,2.0,168000.0,2.0,,,1.0,1.0,168000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1827.0,3.0,0.0,1.0,28.0,1.0,7.0,3.0
17241,2015000328662,102,1012636,1013916,10,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,80.0,2.0,2.0,70.0,1.0,700.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,150000.0,2.0,500.0,5.0,3.0,155400.0,4.0,,,1.0,1.0,155400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,500.0,,0.0,1.0,42.0,1.0,6.0,7.0
17243,2015000329116,300,1012636,1013916,64,2,1,1.0,,1.0,2.0,2.0,2.0,,230.0,2.0,2.0,3.0,3.0,,,,,,,1.0,4.0,2.0,1500.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,4.0,7.0,58000.0,4.0,1730.0,36.0,1.0,3.0,58000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,,2.0,13.0,13.0
17244,2015000330086,104,1012636,1013916,8,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,150.0,2.0,1700.0,3.0,4.0,800.0,,1.0,1500.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,70.0,1.0,1.0,1.0,1.0,,280000.0,3.0,480.0,3.0,1.0,142000.0,4.0,,,1.0,1.0,142000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1902.0,2.0,0.0,1.0,51.0,2.0,1.0,1.0
17245,2015000330240,201,1012636,1013916,26,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,150.0,2.0,2.0,200.0,1.0,1000.0,,1.0,1400.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,200000.0,3.0,500.0,4.0,1.0,126200.0,2.0,,,1.0,1.0,126200.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,1.0,1.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1792.0,3.0,0.0,1.0,52.0,2.0,1.0,1.0
17246,2015000330378,103,1012636,1013916,10,0,1,1.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,1.0,8.0,,,1.0,9.0,1.0,,1.0,,,1.0,4.0,430000.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,1.0,,,,
17250,2015000331555,104,1012636,1013916,19,2,1,1.0,,1.0,1.0,2.0,2.0,,50.0,2.0,2.0,180.0,1.0,,,,,,,1.0,4.0,2.0,800.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,3.0,1.0,2.0,1.0,389400.0,4.0,1030.0,3.0,1.0,1.0,389400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,2.0,2.0,1.0
17251,2015000331583,102,1012636,1013916,11,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,150.0,2.0,2.0,300.0,1.0,2500.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,500000.0,2.0,1200.0,1.0,4.0,41300.0,4.0,,,1.0,1.0,41300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1383.0,,0.0,1.0,65.0,0.0,9.0,9.0
17252,2015000331593,102,1012636,1013916,34,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,250.0,2.0,2.0,250.0,1.0,6100.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,325000.0,2.0,2.0,8.0,1.0,433340.0,4.0,,,1.0,1.0,433340.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1841.0,,0.0,1.0,68.0,2.0,1.0,1.0
17254,2015000331885,102,1012636,1013916,12,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,200.0,1.0,1200.0,,2.0,960.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,160000.0,2.0,310.0,3.0,1.0,103400.0,4.0,,,1.0,1.0,103400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1346.0,3.0,0.0,1.0,54.0,2.0,1.0,1.0
17255,2015000331888,201,1012636,1013916,21,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,30.0,2.0,2.0,230.0,1.0,3400.0,,1.0,1500.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,200000.0,1.0,300.0,3.0,1.0,83000.0,4.0,,,1.0,1.0,83000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1785.0,3.0,0.0,1.0,63.0,2.0,1.0,1.0
17257,2015000332198,101,1012636,1013916,36,3,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2.0,3.0,4.0,500.0,,2.0,750.0,2.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,384000.0,1.0,2.0,8.0,1.0,71190.0,4.0,,,1.0,1.0,71190.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1275.0,3.0,0.0,1.0,58.0,3.0,1.0,1.0
17259,2015000332424,101,1012636,1013916,59,2,1,2.0,1.0,1.0,2.0,3.0,2.0,260.0,100.0,2.0,2.0,80.0,1.0,650.0,,1.0,1900.0,1.0,1.0,1.0,4.0,,,1.0,9.0,1.0,380.0,1.0,1.0,1.0,1.0,,300000.0,5.0,1.0,10.0,1.0,173030.0,4.0,,,1.0,1.0,173030.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2720.0,4.0,0.0,1.0,52.0,2.0,1.0,1.0
17260,2015000333125,104,1012636,1013916,12,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,70.0,2.0,2.0,170.0,1.0,2000.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,350000.0,3.0,360.0,4.0,,,,,,1.0,4.0,99000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,854.0,,0.0,1.0,62.0,,,
17261,2015000333154,201,1012636,1013916,22,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,400.0,2.0,1200.0,3.0,4.0,0.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,450000.0,2.0,500.0,2.0,,,,,,1.0,4.0,25070.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1042.0,,0.0,1.0,64.0,,,
17262,2015000333705,102,1012636,1013916,8,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,200.0,2.0,2.0,300.0,1.0,400.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,119000.0,3.0,450.0,4.0,4.0,56000.0,4.0,,,1.0,1.0,56000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,613.0,,0.0,1.0,12.0,1.0,9.0,9.0
17266,2015000335716,201,1012636,1013916,10,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,150.0,2.0,350.0,60.0,1.0,500.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,280000.0,2.0,1000.0,5.0,1.0,100000.0,2.0,,,1.0,1.0,100000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,489.0,,0.0,1.0,27.0,2.0,4.0,1.0
17267,2015000335731,101,1012636,1013916,12,1,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,360.0,2.0,2.0,3.0,4.0,0.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,350000.0,2.0,2.0,6.0,,,,,,1.0,4.0,26100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,760.0,,0.0,1.0,60.0,,,
17269,2015000336395,400,1012636,1013916,15,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,300.0,2.0,5700.0,100.0,4.0,3000.0,,2.0,4700.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,500.0,1.0,1.0,1.0,1.0,,700000.0,2.0,1200.0,11.0,1.0,573000.0,3.0,,,1.0,1.0,573000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6425.0,1.0,0.0,1.0,68.0,2.0,1.0,1.0
17270,2015000336416,400,1012636,1013916,13,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,150.0,2.0,2.0,30.0,4.0,1200.0,,1.0,2500.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,450000.0,2.0,500.0,12.0,4.0,42000.0,4.0,,,1.0,1.0,42000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,78.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2722.0,3.0,0.0,1.0,42.0,0.0,9.0,9.0
17275,2015000337476,102,1012636,1013916,12,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,130.0,2.0,2.0,310.0,1.0,530.0,,2.0,880.0,2.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,350000.0,3.0,280.0,7.0,1.0,163000.0,2.0,,,1.0,1.0,163000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1845.0,3.0,0.0,1.0,63.0,2.0,2.0,1.0
17277,2015000338331,201,1012636,1013916,10,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,50.0,2.0,2200.0,3.0,4.0,690.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,160000.0,1.0,240.0,3.0,,,,,,1.0,6.0,44500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,611.0,,0.0,1.0,48.0,,,
17279,2015000339487,104,1012636,1013916,16,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,250.0,2.0,2.0,100.0,1.0,3000.0,,1.0,1300.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,200.0,1.0,1.0,1.0,1.0,,225000.0,2.0,1200.0,1.0,1.0,111000.0,2.0,,,1.0,1.0,111000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1950.0,2.0,0.0,1.0,27.0,3.0,1.0,1.0
17280,2015000339549,400,1012636,1013916,18,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,1.0,1.0,3.0,4.0,700.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,200000.0,1.0,120.0,3.0,,,,,,1.0,5.0,17400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,1.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,501.0,,0.0,1.0,52.0,,,
17281,2015000339630,400,1012636,1013916,15,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,170.0,2.0,1500.0,3.0,4.0,900.0,,1.0,1100.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,100.0,1.0,1.0,1.0,1.0,,250000.0,2.0,240.0,1.0,7.0,42800.0,2.0,,,1.0,3.0,42800.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,0.0,0.0,1.0,42.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1515.0,2.0,0.0,1.0,37.0,1.0,13.0,13.0
17282,2015000339672,300,1012636,1013916,18,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,100.0,2.0,2900.0,3.0,4.0,2000.0,,,,,3.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,400000.0,2.0,610.0,6.0,2.0,221140.0,3.0,,,1.0,1.0,221140.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1093.0,,0.0,1.0,64.0,1.0,3.0,3.0
17283,2015000339728,300,1012636,1013916,10,2,1,1.0,,1.0,3.0,3.0,2.0,450.0,170.0,2.0,2.0,140.0,1.0,1300.0,,2.0,970.0,2.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,350000.0,2.0,1.0,7.0,4.0,130500.0,4.0,,,1.0,1.0,130500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2305.0,3.0,0.0,1.0,63.0,0.0,9.0,9.0
17284,2015000339944,400,1012636,1013916,8,3,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,120.0,1.0,2800.0,3.0,4.0,1000.0,,1.0,470.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,3.0,2.0,1.0,3.0,45910.0,4.0,,,1.0,1.0,45910.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,823.0,3.0,0.0,1.0,42.0,2.0,8.0,7.0
17285,2015000340182,104,1012636,1013916,20,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,130.0,2.0,2.0,140.0,1.0,2400.0,,2.0,550.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,150.0,1.0,1.0,1.0,1.0,,215000.0,2.0,40.0,1.0,1.0,103000.0,4.0,,,1.0,1.0,103000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1573.0,2.0,0.0,1.0,60.0,2.0,4.0,1.0
17286,2015000340436,300,1012636,1013916,12,6,1,1.0,,1.0,5.0,2.0,2.0,0.0,190.0,2.0,2.0,100.0,1.0,1100.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,400000.0,4.0,980.0,6.0,1.0,467550.0,4.0,,,1.0,1.0,467550.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1181.0,,0.0,1.0,66.0,3.0,2.0,1.0
17289,2015000342028,103,1012636,1013916,12,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,120.0,1.0,1000.0,,1.0,2600.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,380000.0,3.0,730.0,1.0,1.0,411000.0,4.0,,,1.0,1.0,411000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2841.0,3.0,0.0,1.0,57.0,2.0,1.0,1.0
17290,2015000342647,400,1012636,1013916,13,0,1,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,5.0,,,1.0,9.0,1.0,,1.0,,,1.0,7.0,,,,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,3.0,,,0.0,0.0,,,,
17292,2015000344051,300,1012636,1013916,18,6,1,2.0,1.0,1.0,3.0,3.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,6.0,2.0,1100.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,5.0,7.0,55000.0,3.0,1100.0,24.0,1.0,3.0,55000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0,1.0,4.0,,4.0,1.0,0.0,1.0,0.0,0.0,3.0,,,1.0,0.0,,1.0,13.0,13.0
17293,2015000344338,400,1012636,1013916,11,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,270.0,2.0,2500.0,80.0,4.0,1200.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,2340000.0,3.0,630.0,5.0,,,,,,1.0,5.0,58300.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,1.0,0.0,50.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2411.0,,0.0,1.0,68.0,,,
17294,2015000344810,201,1012636,1013916,17,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,160.0,2.0,600.0,3.0,4.0,2000.0,,1.0,2500.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,500.0,1.0,1.0,1.0,1.0,,288000.0,2.0,2.0,7.0,5.0,65530.0,4.0,,,1.0,2.0,65530.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3210.0,2.0,0.0,1.0,42.0,2.0,10.0,10.0
17296,2015000345659,103,1012636,1013916,16,1,1,1.0,,1.0,2.0,2.0,2.0,0.0,100.0,2.0,300.0,200.0,1.0,2000.0,,1.0,860.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,190000.0,0.0,100.0,1.0,,,,,,1.0,4.0,35000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1193.0,3.0,0.0,1.0,41.0,,,
17297,2015000346142,101,1012636,1013916,32,2,1,2.0,1.0,1.0,2.0,2.0,2.0,0.0,80.0,2.0,2.0,3.0,4.0,800.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,175000.0,1.0,2.0,3.0,1.0,105000.0,4.0,,,1.0,1.0,105000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,397.0,,0.0,1.0,42.0,2.0,1.0,1.0
17299,2015000347243,300,1012636,1013916,3,3,1,1.0,,1.0,3.0,3.0,2.0,,90.0,2.0,2.0,480.0,1.0,,,,,,,1.0,5.0,2.0,2000.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,840.0,5.0,6.0,0.0,1.0,2640.0,,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,1.0,0.0,,0.0,12.0,12.0
17302,2015000347784,104,1012636,1013916,22,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,100.0,2.0,5700.0,3.0,3.0,1200.0,,1.0,800.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,300.0,1.0,1.0,1.0,1.0,,180000.0,2.0,450.0,1.0,7.0,52600.0,1.0,,,1.0,3.0,52600.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,0.0,3.0,0.0,0.0,1.0,39.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1713.0,2.0,0.0,1.0,52.0,2.0,13.0,13.0
17303,2015000348706,300,1012636,1013916,11,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,50.0,2.0,2300.0,130.0,2.0,1300.0,,,,,3.0,1.0,10.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,300000.0,2.0,2.0,1.0,2.0,312000.0,4.0,,,1.0,1.0,312000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,647.0,,0.0,1.0,32.0,2.0,7.0,3.0
